	Concurso	Data	Bola1	Bola2	Bola3	Bola4	Bola5	Bola6	Bola7	Bola8	Bola9	Bola10	Bola11	Bola12	Bola13	Bola14	Bola15	Arrecadacao	Ganhadores	Numero1	Numero2	Numero3	Numero4	Numero5	Numero6	Numero7	Numero8	Numero9	Numero10	Numero11	NUmero12	Numero13	Numero14	Numero15										
1	411	23/03/2009	18	17	1	5	14	25	7	16	12	24	20	11	22	21	9	0	4	1	#N/A	#N/A	#N/A	5	#N/A	7	#N/A	9	#N/A	11	12	#N/A	14	#N/A	16	17	18	#N/A	20	21	22	#N/A	24	25
1	412	26/03/2009	18	20	21	12	4	11	3	22	19	17	25	10	9	8	16	0	1	#N/A	#N/A	3	4	#N/A	#N/A	#N/A	8	9	10	11	12	#N/A	#N/A	#N/A	16	17	18	19	20	21	22	#N/A	#N/A	25
1	413	30/03/2009	8	16	20	21	14	3	10	25	13	17	6	12	2	5	9	0	4	#N/A	2	3	#N/A	5	6	#N/A	8	9	10	#N/A	12	13	14	#N/A	16	17	#N/A	#N/A	20	21	#N/A	#N/A	#N/A	25
1	414	02/04/2009	3	16	19	15	6	5	20	11	18	25	21	10	8	2	9	0	1	#N/A	2	3	#N/A	5	6	#N/A	8	9	10	11	#N/A	#N/A	#N/A	15	16	#N/A	18	19	20	21	#N/A	#N/A	#N/A	25
1	415	06/04/2009	7	3	15	1	22	18	19	23	10	11	20	13	14	21	17	0	5	1	#N/A	3	#N/A	#N/A	#N/A	7	#N/A	#N/A	10	11	#N/A	13	14	15	#N/A	17	18	19	20	21	22	23	#N/A	#N/A
1	416	09/04/2009	13	20	6	19	23	25	15	5	18	22	24	1	2	7	16	0	4	1	2	#N/A	#N/A	5	6	7	#N/A	#N/A	#N/A	#N/A	#N/A	13	#N/A	15	16	#N/A	18	19	20	#N/A	22	23	24	25
1	417	15/04/2009	21	8	17	12	1	23	14	13	2	9	3	11	19	16	15	0	1	1	2	3	#N/A	#N/A	#N/A	#N/A	8	9	#N/A	11	12	13	14	15	16	17	#N/A	19	#N/A	21	#N/A	23	#N/A	#N/A
1	418	16/04/2009	5	19	20	22	11	9	14	8	10	12	24	25	13	18	23	0	4	#N/A	#N/A	#N/A	#N/A	5	#N/A	#N/A	8	9	10	11	12	13	14	#N/A	#N/A	#N/A	18	19	20	#N/A	22	23	24	25
1	419	20/04/2009	23	3	17	21	16	14	18	5	4	22	20	15	24	7	6	0	10	#N/A	#N/A	3	4	5	6	7	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	14	15	16	17	18	#N/A	20	21	22	23	24	#N/A
1	420	23/04/2009	22	11	3	19	9	5	4	24	10	25	12	18	8	7	6	0	3	#N/A	#N/A	3	4	5	6	7	8	9	10	11	12	#N/A	#N/A	#N/A	#N/A	#N/A	18	19	#N/A	#N/A	22	#N/A	24	25
1	421	27/04/2009	25	10	14	4	5	15	9	3	13	20	16	8	19	23	12	0	2	#N/A	#N/A	3	4	5	#N/A	#N/A	8	9	10	#N/A	12	13	14	15	16	#N/A	#N/A	19	20	#N/A	#N/A	23	#N/A	25
1	422	30/04/2009	25	7	22	3	8	18	14	17	1	23	4	12	13	6	2	0	11	1	2	3	4	#N/A	6	7	8	#N/A	#N/A	#N/A	12	13	14	#N/A	#N/A	17	18	#N/A	#N/A	#N/A	22	23	#N/A	25
1	423	04/05/2009	17	16	24	20	25	1	13	2	23	18	11	15	5	3	22	0	1	1	2	3	#N/A	5	#N/A	#N/A	#N/A	#N/A	#N/A	11	#N/A	13	#N/A	15	16	17	18	#N/A	20	#N/A	22	23	24	25
1	424	07/05/2009	6	11	13	24	10	1	15	18	25	16	9	3	17	14	19	0	0	1	#N/A	3	#N/A	#N/A	6	#N/A	#N/A	9	10	11	#N/A	13	14	15	16	17	18	19	#N/A	#N/A	#N/A	#N/A	24	25
1	425	11/05/2009	16	1	19	22	23	7	10	20	11	12	13	18	9	15	24	0	6	1	#N/A	#N/A	#N/A	#N/A	#N/A	7	#N/A	9	10	11	12	13	#N/A	15	16	#N/A	18	19	20	#N/A	22	23	24	#N/A
1	426	14/05/2009	6	15	16	24	19	11	25	3	5	10	4	18	2	22	8	0	2	#N/A	2	3	4	5	6	#N/A	8	#N/A	10	11	#N/A	#N/A	#N/A	15	16	#N/A	18	19	#N/A	#N/A	22	#N/A	24	25
1	427	18/05/2009	4	9	7	24	3	11	16	1	10	21	6	22	19	5	12	0	2	1	#N/A	3	4	5	6	7	#N/A	9	10	11	12	#N/A	#N/A	#N/A	16	#N/A	#N/A	19	#N/A	21	22	#N/A	24	#N/A
1	428	21/05/2009	13	17	4	14	1	20	18	24	23	11	22	15	19	3	21	0	2	1	#N/A	3	4	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	11	#N/A	13	14	15	#N/A	17	18	19	20	21	22	23	24	#N/A
1	429	25/05/2009	16	7	23	3	5	13	2	12	25	14	19	4	6	17	8	16198531	7	#N/A	2	3	4	5	6	7	8	#N/A	#N/A	#N/A	12	13	14	#N/A	16	17	#N/A	19	#N/A	#N/A	#N/A	23	#N/A	25
1	430	28/05/2009	5	14	2	20	15	7	25	13	22	6	4	23	9	11	3	14860456	1	#N/A	2	3	4	5	6	7	#N/A	9	#N/A	11	#N/A	13	14	15	#N/A	#N/A	#N/A	#N/A	20	#N/A	22	23	#N/A	25
1	431	01/06/2009	24	3	18	5	12	21	13	9	15	20	22	11	1	23	2	16491134	3	1	2	3	#N/A	5	#N/A	#N/A	#N/A	9	#N/A	11	12	13	#N/A	15	#N/A	#N/A	18	#N/A	20	21	22	23	24	#N/A
1	432	04/06/2009	10	15	13	6	21	12	2	17	7	20	3	23	4	19	24	15736418	12	#N/A	2	3	4	#N/A	6	7	#N/A	#N/A	10	#N/A	12	13	#N/A	15	#N/A	17	#N/A	19	20	21	#N/A	23	24	#N/A
1	433	08/06/2009	14	15	19	7	9	8	24	21	23	3	1	5	2	25	22	16037085	4	1	2	3	#N/A	5	#N/A	7	8	9	#N/A	#N/A	#N/A	#N/A	14	15	#N/A	#N/A	#N/A	19	#N/A	21	22	23	24	25
1	434	12/06/2009	21	12	3	15	17	11	13	16	4	9	23	6	25	24	18	13760377	3	#N/A	#N/A	3	4	#N/A	6	#N/A	#N/A	9	#N/A	11	12	13	#N/A	15	16	17	18	#N/A	#N/A	21	#N/A	23	24	25
1	435	15/06/2009	14	16	25	11	24	15	1	10	17	21	18	5	4	13	3	14772336	2	1	#N/A	3	4	5	#N/A	#N/A	#N/A	#N/A	10	11	#N/A	13	14	15	16	17	18	#N/A	#N/A	21	#N/A	#N/A	24	25
1	436	18/06/2009	20	3	15	25	7	23	4	6	21	19	13	10	14	18	22	15155196	4	#N/A	#N/A	3	4	#N/A	6	7	#N/A	#N/A	10	#N/A	#N/A	13	14	15	#N/A	#N/A	18	19	20	21	22	23	#N/A	25
1	437	22/06/2009	12	20	5	21	1	8	19	4	11	23	6	17	10	16	2	16132693	1	1	2	#N/A	4	5	6	#N/A	8	#N/A	10	11	12	#N/A	#N/A	#N/A	16	17	#N/A	19	20	21	#N/A	23	#N/A	#N/A
1	438	25/06/2009	21	18	7	23	13	8	9	1	15	17	11	24	22	25	4	14183624	2	1	#N/A	#N/A	4	#N/A	#N/A	7	8	9	#N/A	11	#N/A	13	#N/A	15	#N/A	17	18	#N/A	#N/A	21	22	23	24	25
1	439	29/06/2009	9	25	2	21	10	3	11	5	14	24	23	17	19	12	15	15952516	3	#N/A	2	3	#N/A	5	#N/A	#N/A	#N/A	9	10	11	12	#N/A	14	15	#N/A	17	#N/A	19	#N/A	21	#N/A	23	24	25
1	440	02/07/2009	12	1	14	19	3	13	15	21	5	22	25	24	16	8	9	15767408	4	1	#N/A	3	#N/A	5	#N/A	#N/A	8	9	#N/A	#N/A	12	13	14	15	16	#N/A	#N/A	19	#N/A	21	22	#N/A	24	25
1	441	06/07/2009	11	25	13	2	20	1	9	7	10	14	4	8	3	23	24	17161316	1	1	2	3	4	#N/A	#N/A	7	8	9	10	11	#N/A	13	14	#N/A	#N/A	#N/A	#N/A	#N/A	20	#N/A	#N/A	23	24	25
1	442	09/07/2009	22	6	12	23	8	5	18	25	14	15	17	24	9	13	7	14924279	8	#N/A	#N/A	#N/A	#N/A	5	6	7	8	9	#N/A	#N/A	12	13	14	15	#N/A	17	18	#N/A	#N/A	#N/A	22	23	24	25
1	443	13/07/2009	23	5	12	7	18	3	16	10	17	11	19	22	21	1	2	17315220	4	1	2	3	#N/A	5	#N/A	7	#N/A	#N/A	10	11	12	#N/A	#N/A	#N/A	16	17	18	19	#N/A	21	22	23	#N/A	#N/A
1	444	16/07/2009	2	7	22	18	19	20	25	3	21	1	15	6	10	14	24	15820194	4	1	#N/A	3	#N/A	#N/A	6	7	#N/A	#N/A	10	#N/A	#N/A	#N/A	14	15	#N/A	#N/A	18	19	20	21	22	#N/A	24	25
1	445	20/07/2009	1	15	10	2	4	12	7	20	18	21	13	16	9	11	19	16687213	4	1	2	#N/A	4	#N/A	#N/A	7	#N/A	9	10	11	12	13	#N/A	15	16	#N/A	18	19	20	21	#N/A	#N/A	#N/A	#N/A
1	446	23/07/2009	1	8	4	15	6	11	14	16	24	5	19	21	10	23	2	15423126	5	1	2	#N/A	4	5	6	#N/A	8	#N/A	10	11	#N/A	#N/A	14	15	16	#N/A	#N/A	19	#N/A	21	#N/A	23	24	#N/A
1	447	27/07/2009	18	16	25	21	24	8	22	17	5	12	1	2	19	10	20	16646597	3	1	2	#N/A	#N/A	5	#N/A	#N/A	8	#N/A	10	#N/A	12	#N/A	#N/A	#N/A	16	17	18	19	20	21	22	#N/A	24	25
1	448	30/07/2009	10	17	20	5	12	23	1	6	15	13	24	3	14	9	11	15505899	1	1	#N/A	3	#N/A	5	6	#N/A	#N/A	9	10	11	12	13	14	15	#N/A	17	#N/A	#N/A	20	#N/A	#N/A	23	24	#N/A
1	449	03/08/2009	17	1	10	3	4	8	19	18	11	2	22	24	9	25	16	17260092	0	1	2	3	4	#N/A	#N/A	#N/A	8	9	10	11	#N/A	#N/A	#N/A	#N/A	16	17	18	19	#N/A	#N/A	22	#N/A	24	25
1	450	06/08/2009	24	22	11	14	5	9	16	7	4	21	23	18	17	25	6	21774037	3	#N/A	#N/A	#N/A	4	5	6	7	#N/A	9	#N/A	11	#N/A	#N/A	14	#N/A	16	17	18	#N/A	#N/A	21	22	23	24	25
1	451	10/08/2009	18	5	14	9	24	23	8	19	15	6	1	22	17	3	25	18053027	9	1	#N/A	3	#N/A	5	6	#N/A	8	9	#N/A	#N/A	#N/A	#N/A	14	15	#N/A	17	18	19	#N/A	#N/A	22	23	24	25
1	452	13/08/2009	18	14	20	9	17	24	12	19	25	10	11	1	6	8	7	17628249	0	1	#N/A	#N/A	#N/A	#N/A	6	7	8	9	10	11	12	#N/A	14	#N/A	#N/A	17	18	19	20	#N/A	#N/A	#N/A	24	25
1	453	17/08/2009	3	24	14	4	1	19	9	2	6	25	15	11	20	21	17	22697507	4	1	2	3	4	#N/A	6	#N/A	#N/A	9	#N/A	11	#N/A	#N/A	14	15	#N/A	17	#N/A	19	20	21	#N/A	#N/A	24	25
1	454	20/08/2009	12	6	4	24	20	17	22	19	25	3	13	11	15	7	14	17205022	0	#N/A	#N/A	3	4	#N/A	6	7	#N/A	#N/A	#N/A	11	12	13	14	15	#N/A	17	#N/A	19	20	#N/A	22	#N/A	24	25
1	455	24/08/2009	7	12	18	21	19	11	1	6	4	3	23	14	5	8	25	22419502	8	1	#N/A	3	4	5	6	7	8	#N/A	#N/A	11	12	#N/A	14	#N/A	#N/A	#N/A	18	19	#N/A	21	#N/A	23	#N/A	25
1	456	27/08/2009	23	12	14	4	11	24	25	9	13	17	3	10	1	18	21	17448810	7	1	#N/A	3	4	#N/A	#N/A	#N/A	#N/A	9	10	11	12	13	14	#N/A	#N/A	17	18	#N/A	#N/A	21	#N/A	23	24	25
1	457	31/08/2009	15	19	25	4	21	13	23	22	14	16	11	18	5	1	20	18614264	1	1	#N/A	#N/A	4	5	#N/A	#N/A	#N/A	#N/A	#N/A	11	#N/A	13	14	15	16	#N/A	18	19	20	21	22	23	#N/A	25
1	458	03/09/2009	22	6	13	9	4	20	3	15	8	5	2	7	18	16	11	17785732	5	#N/A	2	3	4	5	6	7	8	9	#N/A	11	#N/A	13	#N/A	15	16	#N/A	18	#N/A	20	#N/A	22	#N/A	#N/A	#N/A
1	459	08/09/2009	11	17	10	19	23	2	14	15	1	20	4	21	3	7	12	14705278	3	1	2	3	4	#N/A	#N/A	7	#N/A	#N/A	10	11	12	#N/A	14	15	#N/A	17	#N/A	19	20	21	#N/A	23	#N/A	#N/A
1	460	10/09/2009	4	9	10	1	19	15	23	11	22	17	16	12	14	6	3	18291798.75	8	1	#N/A	3	4	#N/A	6	#N/A	#N/A	9	10	11	12	#N/A	14	15	16	17	#N/A	19	#N/A	#N/A	22	23	#N/A	#N/A
1	461	14/09/2009	11	19	4	24	6	12	23	8	15	17	5	7	14	13	3	20409758.75	5	#N/A	#N/A	3	4	5	6	7	8	#N/A	#N/A	11	12	13	14	15	#N/A	17	#N/A	19	#N/A	#N/A	#N/A	23	24	#N/A
1	462	17/09/2009	18	3	7	23	17	24	21	1	8	14	5	22	16	2	12	18581586.25	0	1	2	3	#N/A	5	#N/A	7	8	#N/A	#N/A	#N/A	12	#N/A	14	#N/A	16	17	18	#N/A	#N/A	21	22	23	24	#N/A
1	463	21/09/2009	22	19	2	9	18	23	25	20	11	3	6	13	7	17	14	23941345	7	#N/A	2	3	#N/A	#N/A	6	7	#N/A	9	#N/A	11	#N/A	13	14	#N/A	#N/A	17	18	19	20	#N/A	22	23	#N/A	25
1	464	24/09/2009	5	25	17	2	8	21	1	23	22	16	24	19	20	10	11	18733250	2	1	2	#N/A	#N/A	5	#N/A	#N/A	8	#N/A	10	11	#N/A	#N/A	#N/A	#N/A	16	17	#N/A	19	20	21	22	23	24	25
1	465	28/09/2009	7	10	1	22	9	18	6	25	11	3	21	2	19	13	4	19053426.25	2	1	2	3	4	#N/A	6	7	#N/A	9	10	11	#N/A	13	#N/A	#N/A	#N/A	#N/A	18	19	#N/A	21	22	#N/A	#N/A	25
1	466	01/10/2009	6	12	17	8	20	14	10	19	25	2	22	11	7	18	21	18383551.25	1	#N/A	2	#N/A	#N/A	#N/A	6	7	8	#N/A	10	11	12	#N/A	14	#N/A	#N/A	17	18	19	20	21	22	#N/A	#N/A	25
1	467	05/10/2009	7	10	2	13	25	4	22	15	21	24	14	6	18	17	5	19225602.5	5	#N/A	2	#N/A	4	5	6	7	#N/A	#N/A	10	#N/A	#N/A	13	14	15	#N/A	17	18	#N/A	#N/A	21	22	#N/A	24	25
1	468	08/10/2009	15	9	18	17	5	13	2	6	10	21	25	3	24	22	12	17983296.25	8	#N/A	2	3	#N/A	5	6	#N/A	#N/A	9	10	#N/A	12	13	#N/A	15	#N/A	17	18	#N/A	#N/A	21	22	#N/A	24	25
1	469	13/10/2009	6	25	5	23	13	14	19	2	22	18	11	10	7	1	8	15901822.5	3	1	2	#N/A	#N/A	5	6	7	8	#N/A	10	11	#N/A	13	14	#N/A	#N/A	#N/A	18	19	#N/A	#N/A	22	23	#N/A	25
1	470	15/10/2009	20	6	7	18	22	23	13	5	15	4	1	8	3	11	10	15797396.25	3	1	#N/A	3	4	5	6	7	8	#N/A	10	11	#N/A	13	#N/A	15	#N/A	#N/A	18	#N/A	20	#N/A	22	23	#N/A	#N/A
1	471	19/10/2009	4	25	20	12	24	16	13	15	11	6	9	3	10	14	2	16900541.25	1	#N/A	2	3	4	#N/A	6	#N/A	#N/A	9	10	11	12	13	14	15	16	#N/A	#N/A	#N/A	20	#N/A	#N/A	#N/A	24	25
1	472	22/10/2009	13	6	11	2	12	1	14	7	20	8	4	17	18	15	5	16716763.75	3	1	2	#N/A	4	5	6	7	8	#N/A	#N/A	11	12	13	14	15	#N/A	17	18	#N/A	20	#N/A	#N/A	#N/A	#N/A	#N/A
1	473	27/10/2009	8	25	5	7	15	1	6	17	23	9	11	22	12	19	2	16817123.75	8	1	2	#N/A	#N/A	5	6	7	8	9	#N/A	11	12	#N/A	#N/A	15	#N/A	17	#N/A	19	#N/A	#N/A	22	23	#N/A	25
1	474	29/10/2009	3	11	10	23	16	17	21	15	12	2	5	9	1	18	24	15989461.25	2	1	2	3	#N/A	5	#N/A	#N/A	#N/A	9	10	11	12	#N/A	#N/A	15	16	17	18	#N/A	#N/A	21	#N/A	23	24	#N/A
1	475	03/11/2009	4	9	2	20	23	3	21	11	6	5	14	13	25	10	17	10833466.25	0	#N/A	2	3	4	5	6	#N/A	#N/A	9	10	11	#N/A	13	14	#N/A	#N/A	17	#N/A	#N/A	20	21	#N/A	23	#N/A	25
1	476	05/11/2009	6	1	13	5	10	7	24	17	9	19	16	15	14	25	11	17651687.5	1	1	#N/A	#N/A	#N/A	5	6	7	#N/A	9	10	11	#N/A	13	14	15	16	17	#N/A	19	#N/A	#N/A	#N/A	#N/A	24	25
1	477	09/11/2009	8	16	7	14	4	24	2	20	6	23	18	11	25	12	10	17599641.25	8	#N/A	2	#N/A	4	#N/A	6	7	8	#N/A	10	11	12	#N/A	14	#N/A	16	#N/A	18	#N/A	20	#N/A	#N/A	23	24	25
1	478	12/11/2009	11	2	22	9	10	13	24	23	7	12	5	16	25	3	18	16959021.25	7	#N/A	2	3	#N/A	5	#N/A	7	#N/A	9	10	11	12	13	#N/A	#N/A	16	#N/A	18	#N/A	#N/A	#N/A	22	23	24	25
1	479	16/11/2009	18	15	13	23	24	3	5	22	19	2	11	8	16	14	25	17307541.25	1	#N/A	2	3	#N/A	5	#N/A	#N/A	8	#N/A	#N/A	11	#N/A	13	14	15	16	#N/A	18	19	#N/A	#N/A	22	23	24	25
1	480	19/11/2009	22	7	6	24	11	8	9	12	4	25	19	18	5	17	15	16373383.75	2	#N/A	#N/A	#N/A	4	5	6	7	8	9	#N/A	11	12	#N/A	#N/A	15	#N/A	17	18	19	#N/A	#N/A	22	#N/A	24	25
1	481	23/11/2009	5	13	17	15	24	22	21	12	10	3	14	9	1	7	20	16568422.5	7	1	#N/A	3	#N/A	5	#N/A	7	#N/A	9	10	#N/A	12	13	14	15	#N/A	17	#N/A	#N/A	20	21	22	#N/A	24	#N/A
1	482	26/11/2009	25	17	15	2	21	8	10	9	22	12	6	23	7	19	16	16016520	4	#N/A	2	#N/A	#N/A	#N/A	6	7	8	9	10	#N/A	12	#N/A	#N/A	15	16	17	#N/A	19	#N/A	21	22	23	#N/A	25
1	483	30/11/2009	22	5	1	7	21	6	24	17	18	4	9	14	11	12	23	16793572.5	5	1	#N/A	#N/A	4	5	6	7	#N/A	9	#N/A	11	12	#N/A	14	#N/A	#N/A	17	18	#N/A	#N/A	21	22	23	24	#N/A
1	484	03/12/2009	8	4	16	20	23	14	6	13	1	11	9	17	21	10	25	17088946.25	3	1	#N/A	#N/A	4	#N/A	6	#N/A	8	9	10	11	#N/A	13	14	#N/A	16	17	#N/A	#N/A	20	21	#N/A	23	#N/A	25
1	485	07/12/2009	25	17	22	7	6	18	24	20	3	21	16	2	11	5	4	17202796.25	2	#N/A	2	3	4	5	6	7	#N/A	#N/A	#N/A	11	#N/A	#N/A	#N/A	#N/A	16	17	18	#N/A	20	21	22	#N/A	24	25
1	486	10/12/2009	4	15	13	20	19	2	22	9	7	5	11	3	18	1	21	16414207.5	3	1	2	3	4	5	#N/A	7	#N/A	9	#N/A	11	#N/A	13	#N/A	15	#N/A	#N/A	18	19	20	21	22	#N/A	#N/A	#N/A
1	487	14/12/2009	8	7	5	17	6	24	15	14	18	21	4	9	10	22	19	17364491.25	5	#N/A	#N/A	#N/A	4	5	6	7	8	9	10	#N/A	#N/A	#N/A	14	15	#N/A	17	18	19	#N/A	21	22	#N/A	24	#N/A
1	488	17/12/2009	8	7	5	13	24	14	6	20	17	15	25	22	18	12	11	16418361.25	6	#N/A	#N/A	#N/A	#N/A	5	6	7	8	#N/A	#N/A	11	12	13	14	15	#N/A	17	18	#N/A	20	#N/A	22	#N/A	24	25
1	489	21/12/2009	23	12	17	10	11	1	5	21	18	22	25	2	14	7	19	17300711.25	1	1	2	#N/A	#N/A	5	#N/A	7	#N/A	#N/A	10	11	12	#N/A	14	#N/A	#N/A	17	18	19	#N/A	21	22	23	#N/A	25
1	490	24/12/2009	10	21	12	23	17	5	13	16	14	8	22	6	18	3	11	13123340	3	#N/A	#N/A	3	#N/A	5	6	#N/A	8	#N/A	10	11	12	13	14	#N/A	16	17	18	#N/A	#N/A	21	22	23	#N/A	#N/A
1	491	28/12/2009	1	23	13	2	16	11	3	7	25	24	9	21	22	12	20	14272188.75	10	1	2	3	#N/A	#N/A	#N/A	7	#N/A	9	#N/A	11	12	13	#N/A	#N/A	16	#N/A	#N/A	#N/A	20	21	22	23	24	25
1	492	31/12/2009	15	3	11	1	12	8	24	6	2	4	14	21	19	25	18	11734530	2	1	2	3	4	#N/A	6	#N/A	8	#N/A	#N/A	11	12	#N/A	14	15	#N/A	#N/A	18	19	#N/A	21	#N/A	#N/A	24	25
1	493	04/01/2010	22	13	25	15	17	12	1	5	14	18	7	4	21	10	8	13328721.25	1	1	#N/A	#N/A	4	5	#N/A	7	8	#N/A	10	#N/A	12	13	14	15	#N/A	17	18	#N/A	#N/A	21	22	#N/A	#N/A	25
1	494	07/01/2010	12	4	7	3	20	13	5	18	8	19	16	15	21	22	2	16283552.5	1	#N/A	2	3	4	5	#N/A	7	8	#N/A	#N/A	#N/A	12	13	#N/A	15	16	#N/A	18	19	20	21	22	#N/A	#N/A	#N/A
1	495	11/01/2010	1	9	24	3	7	6	13	11	8	25	17	22	4	15	19	16841256.25	14	1	#N/A	3	4	#N/A	6	7	8	9	#N/A	11	#N/A	13	#N/A	15	#N/A	17	#N/A	19	#N/A	#N/A	22	#N/A	24	25
1	496	14/01/2010	19	11	21	22	17	14	5	16	7	9	24	13	15	4	3	16639763.75	4	#N/A	#N/A	3	4	5	#N/A	7	#N/A	9	#N/A	11	#N/A	13	14	15	16	17	#N/A	19	#N/A	21	22	#N/A	24	#N/A
1	497	18/01/2010	2	16	4	5	25	17	11	9	3	8	12	14	1	23	19	17276282.5	1	1	#N/A	3	4	5	#N/A	#N/A	8	9	#N/A	11	12	#N/A	14	#N/A	16	17	#N/A	19	#N/A	#N/A	#N/A	23	#N/A	25
1	498	21/01/2010	11	14	20	5	16	2	23	13	22	4	15	1	6	25	18	16457183.75	1	1	2	#N/A	4	5	6	#N/A	#N/A	#N/A	#N/A	11	#N/A	13	14	15	16	#N/A	18	#N/A	20	#N/A	22	23	#N/A	25
1	499	25/01/2010	19	7	3	2	25	12	24	10	1	11	20	15	17	4	21	15863796.25	5	1	2	3	4	#N/A	#N/A	7	#N/A	#N/A	10	11	12	#N/A	#N/A	15	#N/A	17	#N/A	19	20	21	#N/A	#N/A	24	25
1	500	28/01/2010	25	16	2	5	13	21	23	8	18	6	14	3	10	20	9	16444431.25	11	#N/A	2	3	#N/A	5	6	#N/A	8	9	10	#N/A	#N/A	13	14	#N/A	16	#N/A	18	#N/A	20	21	#N/A	23	#N/A	25
1	501	01/02/2010	18	3	25	17	21	23	2	12	19	4	15	9	24	6	1	17436590	9	1	2	3	4	#N/A	6	#N/A	#N/A	9	#N/A	#N/A	12	#N/A	#N/A	15	#N/A	17	18	19	#N/A	21	#N/A	23	24	25
1	502	04/02/2010	23	2	10	5	19	13	4	3	16	1	6	8	24	11	18	16846957.5	2	1	2	3	4	5	6	#N/A	8	#N/A	10	11	#N/A	13	#N/A	#N/A	16	#N/A	18	19	#N/A	#N/A	#N/A	23	24	#N/A
1	503	08/02/2010	1	2	14	12	3	17	5	7	20	25	11	15	21	24	4	17343740	3	1	2	3	4	5	#N/A	7	#N/A	#N/A	#N/A	11	12	#N/A	14	15	#N/A	17	#N/A	#N/A	20	21	#N/A	#N/A	24	25
1	504	11/02/2010	16	15	20	10	17	13	18	14	9	21	12	19	1	23	6	16912318.75	0	1	#N/A	#N/A	#N/A	#N/A	6	#N/A	#N/A	9	10	#N/A	12	13	14	15	16	17	18	19	20	21	#N/A	23	#N/A	#N/A
1	505	13/02/2010	3	6	19	24	16	21	17	15	22	7	18	11	20	4	9	11518358.75	1	#N/A	#N/A	3	4	#N/A	6	7	#N/A	9	#N/A	11	#N/A	#N/A	#N/A	15	16	17	18	19	20	21	22	#N/A	24	#N/A
1	506	18/02/2010	21	20	19	4	11	9	15	12	6	16	24	17	22	5	13	15490326.25	1	#N/A	#N/A	#N/A	4	5	6	#N/A	#N/A	9	#N/A	11	12	13	#N/A	15	16	17	#N/A	19	20	21	22	#N/A	24	#N/A
1	507	22/02/2010	8	24	9	11	3	20	21	1	6	10	23	5	2	12	25	16885393.75	6	1	2	3	#N/A	5	6	#N/A	8	9	10	11	12	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	20	21	#N/A	23	24	25
1	508	25/02/2010	14	15	19	8	5	2	7	9	3	25	6	16	24	18	23	16032995	5	#N/A	2	3	#N/A	5	6	7	8	9	#N/A	#N/A	#N/A	#N/A	14	15	16	#N/A	18	19	#N/A	#N/A	#N/A	23	24	25
1	509	01/03/2010	20	11	17	1	3	24	15	9	25	5	12	6	19	16	22	17652985	9	1	#N/A	3	#N/A	5	6	#N/A	#N/A	9	#N/A	11	12	#N/A	#N/A	15	16	17	#N/A	19	20	#N/A	22	#N/A	24	25
1	510	04/03/2010	23	3	21	4	20	7	6	13	25	1	22	10	11	12	2	17645832.5	4	1	2	3	4	#N/A	6	7	#N/A	#N/A	10	11	12	13	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	20	21	22	23	#N/A	25
1	511	08/03/2010	24	13	11	17	25	5	12	19	1	21	18	14	10	7	2	18319595	5	1	2	#N/A	#N/A	5	#N/A	7	#N/A	#N/A	10	11	12	13	14	#N/A	#N/A	17	18	19	#N/A	21	#N/A	#N/A	24	25
1	512	12/03/2010	9	2	12	15	16	5	24	6	21	7	1	4	10	8	13	15381350	1	1	2	#N/A	4	5	6	7	8	9	10	#N/A	12	13	#N/A	15	16	#N/A	#N/A	#N/A	#N/A	21	#N/A	#N/A	24	#N/A
1	513	15/03/2010	15	20	18	17	22	2	23	3	1	9	10	13	25	11	6	17503810	5	1	2	3	#N/A	#N/A	6	#N/A	#N/A	9	10	11	#N/A	13	#N/A	15	#N/A	17	18	#N/A	20	#N/A	22	23	#N/A	25
1	514	18/03/2010	1	7	24	25	8	11	22	17	9	12	15	5	6	18	21	16865391.25	2	1	#N/A	#N/A	#N/A	5	6	7	8	9	#N/A	11	12	#N/A	#N/A	15	#N/A	17	18	#N/A	#N/A	21	22	#N/A	24	25
1	515	22/03/2010	11	18	14	5	3	17	7	20	25	9	10	2	13	24	12	17317927.5	6	#N/A	2	3	#N/A	5	#N/A	7	#N/A	9	10	11	12	13	14	#N/A	#N/A	17	18	#N/A	20	#N/A	#N/A	#N/A	24	25
1	516	25/03/2010	8	7	23	11	21	4	20	6	18	5	14	24	12	2	13	16379625	1	#N/A	2	#N/A	4	5	6	7	8	#N/A	#N/A	11	12	13	14	#N/A	#N/A	#N/A	18	#N/A	20	21	#N/A	23	24	#N/A
1	517	29/03/2010	9	21	7	23	12	17	11	3	13	22	8	1	4	6	5	16878151.25	1	1	#N/A	3	4	5	6	7	8	9	#N/A	11	12	13	#N/A	#N/A	#N/A	17	#N/A	#N/A	#N/A	21	22	23	#N/A	#N/A
1	518	01/04/2010	19	13	11	20	14	17	24	10	5	16	12	6	4	7	22	15723253.75	1	#N/A	#N/A	#N/A	4	5	6	7	#N/A	#N/A	10	11	12	13	14	#N/A	16	17	#N/A	19	20	#N/A	22	#N/A	24	#N/A
