	Concurso	Data	Bola1	Bola2	Bola3	Bola4	Bola5	Bola6	Bola7	Bola8	Bola9	Bola10	Bola11	Bola12	Bola13	Bola14	Bola15	Arrecadacao	Ganhadores	Numero1	Numero2	Numero3	Numero4	Numero5	Numero6	Numero7	Numero8	Numero9	Numero10	Numero11	NUmero12	Numero13	Numero14	Numero15										
1	600	13/01/2011	9	11	25	17	16	18	10	19	5	6	8	22	1	23	3	17975823.75	1	1	#N/A	3	#N/A	5	6	#N/A	8	9	10	11	#N/A	#N/A	#N/A	#N/A	16	17	18	19	#N/A	#N/A	22	23	#N/A	25
1	601	17/01/2011	12	9	13	10	25	16	14	3	20	1	7	19	11	5	6	18226795	1	1	#N/A	3	#N/A	5	6	7	#N/A	9	10	11	12	13	14	#N/A	16	#N/A	#N/A	19	20	#N/A	#N/A	#N/A	#N/A	25
1	602	20/01/2011	9	18	25	12	5	7	10	1	8	6	11	2	23	22	13	17444588.75	3	1	2	#N/A	#N/A	5	6	7	8	9	10	11	12	13	#N/A	#N/A	#N/A	#N/A	18	#N/A	#N/A	#N/A	22	23	#N/A	25
1	603	24/01/2011	8	6	23	13	22	12	19	20	2	15	4	21	16	5	10	17852702.5	9	#N/A	2	#N/A	4	5	6	#N/A	8	#N/A	10	#N/A	12	13	#N/A	15	16	#N/A	#N/A	19	20	21	22	23	#N/A	#N/A
1	604	27/01/2011	15	1	7	25	9	12	13	18	14	2	24	22	6	19	20	17009950	3	1	2	#N/A	#N/A	#N/A	6	7	#N/A	9	#N/A	#N/A	12	13	14	15	#N/A	#N/A	18	19	20	#N/A	22	#N/A	24	25
1	605	31/01/2011	5	21	25	2	18	4	14	23	7	11	3	13	16	17	10	16825062.5	2	#N/A	2	3	4	5	#N/A	7	#N/A	#N/A	10	11	#N/A	13	14	#N/A	16	17	18	#N/A	#N/A	21	#N/A	23	#N/A	25
1	606	03/02/2011	3	25	14	16	6	2	18	8	22	12	24	10	7	23	15	17796427.5	2	#N/A	2	3	#N/A	#N/A	6	7	8	#N/A	10	#N/A	12	#N/A	14	15	16	#N/A	18	#N/A	#N/A	#N/A	22	23	24	25
1	607	07/02/2011	20	19	16	17	25	9	22	24	12	21	15	3	18	5	7	17785061.25	3	#N/A	#N/A	3	#N/A	5	#N/A	7	#N/A	9	#N/A	#N/A	12	#N/A	#N/A	15	16	17	18	19	20	21	22	#N/A	24	25
1	608	10/02/2011	19	13	10	18	25	23	1	14	8	3	16	7	5	2	17	17846505	3	1	2	3	#N/A	5	#N/A	7	8	#N/A	10	#N/A	#N/A	13	14	#N/A	16	17	18	19	#N/A	#N/A	#N/A	23	#N/A	25
1	609	14/02/2011	23	14	19	4	11	1	7	16	20	12	9	2	25	15	10	18265415	2	1	2	#N/A	4	#N/A	#N/A	7	#N/A	9	10	11	12	#N/A	14	15	16	#N/A	#N/A	19	20	#N/A	#N/A	23	#N/A	25
1	610	17/02/2011	10	22	2	16	13	1	25	21	14	7	15	4	6	8	12	17676073.75	2	1	2	#N/A	4	#N/A	6	7	8	#N/A	10	#N/A	12	13	14	15	16	#N/A	#N/A	#N/A	#N/A	21	22	#N/A	#N/A	25
1	611	21/02/2011	13	6	18	4	16	8	2	3	14	9	23	5	21	19	20	18059522.5	2	#N/A	2	3	4	5	6	#N/A	8	9	#N/A	#N/A	#N/A	13	14	#N/A	16	#N/A	18	19	20	21	#N/A	23	#N/A	#N/A
1	612	24/02/2011	9	23	2	15	3	10	25	7	18	1	19	6	17	13	16	17388851.25	3	1	2	3	#N/A	#N/A	6	7	#N/A	9	10	#N/A	#N/A	13	#N/A	15	16	17	18	19	#N/A	#N/A	#N/A	23	#N/A	25
1	613	28/02/2011	2	10	5	13	7	22	6	25	20	23	16	12	11	14	17	18022913.75	1	#N/A	#N/A	#N/A	#N/A	5	6	7	#N/A	#N/A	10	11	12	13	14	#N/A	16	17	#N/A	#N/A	20	#N/A	22	23	#N/A	25
1	614	03/03/2011	16	1	18	6	22	5	12	9	7	11	20	19	17	23	13	18406226.25	1	1	#N/A	#N/A	#N/A	5	6	7	#N/A	9	#N/A	11	12	13	#N/A	#N/A	16	17	18	19	20	#N/A	22	23	#N/A	#N/A
1	615	05/03/2011	19	7	11	17	1	8	2	23	4	20	24	22	25	21	12	9204536.25	0	1	2	#N/A	4	#N/A	#N/A	7	8	#N/A	#N/A	11	12	#N/A	#N/A	#N/A	#N/A	17	#N/A	19	20	21	22	23	24	25
1	616	10/03/2011	9	6	16	15	1	22	2	25	21	18	10	17	24	12	19	18926433.75	2	1	2	#N/A	#N/A	#N/A	6	#N/A	#N/A	9	10	#N/A	12	#N/A	#N/A	15	16	17	18	19	#N/A	21	22	#N/A	24	25
1	617	14/03/2011	14	3	19	22	24	21	4	2	15	5	25	10	16	7	1	18511731.25	0	1	2	3	4	5	#N/A	7	#N/A	#N/A	10	#N/A	#N/A	#N/A	14	15	16	#N/A	#N/A	19	#N/A	21	22	#N/A	24	25
1	618	17/03/2011	2	22	4	12	9	1	20	7	19	6	5	21	24	17	13	23159470	6	1	#N/A	#N/A	4	5	6	7	#N/A	9	#N/A	#N/A	12	13	#N/A	#N/A	#N/A	17	#N/A	19	20	21	22	#N/A	24	#N/A
1	619	21/03/2011	19	21	8	17	14	3	1	7	18	9	13	20	25	4	23	18888180	6	1	#N/A	3	4	#N/A	#N/A	7	8	9	#N/A	#N/A	#N/A	13	14	#N/A	#N/A	17	18	19	20	21	#N/A	23	#N/A	25
1	620	24/03/2011	10	16	18	21	14	7	6	12	20	1	5	11	15	22	19	17993913.75	3	1	#N/A	#N/A	#N/A	5	6	7	#N/A	#N/A	10	11	12	#N/A	14	15	16	#N/A	18	19	20	21	22	#N/A	#N/A	#N/A
1	621	28/03/2011	3	2	9	25	16	22	5	10	24	8	12	20	15	6	1	18107711.25	3	1	2	3	#N/A	5	6	#N/A	8	9	10	#N/A	12	#N/A	#N/A	15	16	#N/A	#N/A	#N/A	20	#N/A	22	#N/A	24	25
1	622	31/03/2011	3	13	17	5	7	11	10	15	6	9	2	4	21	18	12	17831217.5	5	#N/A	2	3	4	5	6	7	#N/A	9	10	11	12	13	#N/A	15	#N/A	17	18	#N/A	#N/A	21	#N/A	#N/A	#N/A	#N/A
1	623	04/04/2011	2	11	5	15	8	3	20	10	1	4	9	23	25	12	22	19257096.25	2	1	#N/A	3	4	5	#N/A	#N/A	8	9	10	11	12	#N/A	#N/A	15	#N/A	#N/A	#N/A	#N/A	20	#N/A	22	23	#N/A	25
1	624	07/04/2011	24	18	5	7	4	21	2	20	12	11	17	1	9	6	16	19187226.25	6	1	2	#N/A	4	5	6	7	#N/A	9	#N/A	11	12	#N/A	#N/A	#N/A	16	17	18	#N/A	20	21	#N/A	#N/A	24	#N/A
1	625	11/04/2011	3	14	23	16	24	13	6	15	11	2	10	8	17	22	1	19122860	3	1	2	3	#N/A	#N/A	6	#N/A	8	#N/A	10	11	#N/A	13	14	15	16	17	#N/A	#N/A	#N/A	#N/A	22	23	24	#N/A
1	626	14/04/2011	9	2	11	7	24	8	19	5	17	13	1	3	23	21	4	18190837.5	5	1	2	3	4	5	#N/A	7	8	9	#N/A	11	#N/A	13	#N/A	#N/A	#N/A	17	#N/A	19	#N/A	21	#N/A	23	24	#N/A
1	627	18/04/2011	23	25	6	10	2	17	1	14	15	3	21	4	22	12	24	18791143.75	4	1	2	3	4	#N/A	6	#N/A	#N/A	#N/A	10	#N/A	12	#N/A	14	15	#N/A	17	#N/A	#N/A	#N/A	21	22	23	24	25
1	628	20/04/2011	19	10	13	7	8	18	2	25	9	4	22	15	3	11	23	11499612.5	4	#N/A	2	3	4	#N/A	#N/A	7	8	9	10	11	#N/A	13	#N/A	15	#N/A	#N/A	18	19	#N/A	#N/A	22	23	#N/A	25
1	629	25/04/2011	7	21	12	17	25	1	2	14	9	19	6	5	15	22	4	16064847.5	8	1	2	#N/A	4	5	6	7	#N/A	9	#N/A	#N/A	12	#N/A	14	15	#N/A	17	#N/A	19	#N/A	21	22	#N/A	#N/A	25
1	630	28/04/2011	6	22	20	13	2	17	18	7	24	12	1	14	25	4	23	18093281.25	2	1	2	#N/A	4	#N/A	6	7	#N/A	#N/A	#N/A	#N/A	12	13	14	#N/A	#N/A	17	18	#N/A	20	#N/A	22	23	24	25
1	631	02/05/2011	16	2	10	17	9	3	13	18	14	20	7	21	19	8	5	19423947.5	3	#N/A	2	3	#N/A	5	#N/A	7	8	9	10	#N/A	#N/A	13	14	#N/A	16	17	18	19	20	21	#N/A	#N/A	#N/A	#N/A
1	632	05/05/2011	24	10	13	6	16	25	11	21	8	22	17	14	1	20	4	19175585	4	1	#N/A	#N/A	4	#N/A	6	#N/A	8	#N/A	10	11	#N/A	13	14	#N/A	16	17	#N/A	#N/A	20	21	22	#N/A	24	25
1	633	09/05/2011	22	2	8	7	12	23	20	24	6	3	25	9	21	10	18	19343490	2	#N/A	2	3	#N/A	#N/A	6	7	8	9	10	#N/A	12	#N/A	#N/A	#N/A	#N/A	#N/A	18	#N/A	20	21	22	23	24	25
1	634	12/05/2011	21	9	15	20	5	22	3	19	12	4	10	18	2	11	14	19057636.25	3	#N/A	2	3	4	5	#N/A	#N/A	#N/A	9	10	11	12	#N/A	14	15	#N/A	#N/A	18	19	20	21	22	#N/A	#N/A	#N/A
1	635	16/05/2011	1	4	11	19	5	8	18	9	24	7	13	6	20	22	12	19323945	2	1	#N/A	#N/A	4	5	6	7	8	9	#N/A	11	12	13	#N/A	#N/A	#N/A	#N/A	18	19	20	#N/A	22	#N/A	24	#N/A
1	636	19/05/2011	3	1	4	13	6	21	19	20	25	12	10	16	23	14	2	18490957.5	3	1	2	3	4	#N/A	6	#N/A	#N/A	#N/A	10	#N/A	12	13	14	#N/A	16	#N/A	#N/A	19	20	21	#N/A	23	#N/A	25
1	637	23/05/2011	18	2	9	7	25	19	22	13	6	4	20	23	16	17	21	18934031.25	2	#N/A	2	#N/A	4	#N/A	6	7	#N/A	9	#N/A	#N/A	#N/A	13	#N/A	#N/A	16	17	18	19	20	21	22	23	#N/A	25
1	638	26/05/2011	2	3	18	4	21	24	14	13	19	9	11	1	16	23	25	18027241.25	2	1	#N/A	3	4	#N/A	#N/A	#N/A	#N/A	9	#N/A	11	#N/A	13	14	#N/A	16	#N/A	18	19	#N/A	21	#N/A	23	24	25
1	639	30/05/2011	21	22	12	4	10	8	6	19	2	16	9	20	1	5	24	18575582.5	5	1	2	#N/A	4	5	6	#N/A	8	9	10	#N/A	12	#N/A	#N/A	#N/A	16	#N/A	#N/A	19	20	21	22	#N/A	24	#N/A
1	640	02/06/2011	1	16	9	21	14	3	18	4	22	5	23	20	11	19	13	18748852.5	2	1	#N/A	3	4	5	#N/A	#N/A	#N/A	9	#N/A	11	#N/A	13	14	#N/A	16	#N/A	18	19	20	21	22	23	#N/A	#N/A
1	641	06/06/2011	11	2	18	19	24	16	9	21	22	6	13	3	7	8	20	19364543.75	1	#N/A	2	3	#N/A	#N/A	6	7	8	9	#N/A	11	#N/A	13	#N/A	#N/A	16	#N/A	18	19	20	21	22	#N/A	24	#N/A
1	642	09/06/2011	18	13	8	10	12	25	2	5	21	20	1	4	11	19	22	19033097.5	4	1	2	#N/A	4	5	#N/A	#N/A	8	#N/A	10	11	12	13	#N/A	#N/A	#N/A	#N/A	18	19	20	21	22	#N/A	#N/A	25
1	643	13/06/2011	24	10	19	8	16	13	2	9	17	7	21	22	4	23	1	19199963.75	3	1	2	#N/A	4	#N/A	#N/A	7	8	9	10	#N/A	#N/A	13	#N/A	#N/A	16	17	#N/A	19	#N/A	21	22	23	24	#N/A
1	644	16/06/2011	12	9	6	21	7	5	18	24	8	13	15	14	3	2	22	18873666.25	2	#N/A	2	3	#N/A	5	6	7	8	9	#N/A	#N/A	12	13	14	15	#N/A	#N/A	18	#N/A	#N/A	21	22	#N/A	24	#N/A
1	645	20/06/2011	25	19	23	21	4	11	16	20	9	22	10	8	13	18	5	19082591.25	4	#N/A	#N/A	#N/A	4	5	#N/A	#N/A	8	9	10	11	#N/A	13	#N/A	#N/A	16	#N/A	18	19	20	21	22	23	#N/A	25
1	646	24/06/2011	1	17	23	6	25	15	5	3	9	21	18	19	14	10	20	14887541.25	0	1	#N/A	3	#N/A	5	6	#N/A	#N/A	9	10	#N/A	#N/A	#N/A	14	15	#N/A	17	18	19	20	21	#N/A	23	#N/A	25
1	647	27/06/2011	19	9	14	20	22	18	6	23	4	8	11	7	17	13	25	19174908.75	3	#N/A	#N/A	#N/A	4	#N/A	6	7	8	9	#N/A	11	#N/A	13	14	#N/A	#N/A	17	18	19	20	#N/A	22	23	#N/A	25
1	648	30/06/2011	20	8	9	22	13	19	2	21	6	10	15	16	4	11	18	18443550	11	#N/A	2	#N/A	4	#N/A	6	#N/A	8	9	10	11	#N/A	13	#N/A	15	16	#N/A	18	19	20	21	22	#N/A	#N/A	#N/A
1	649	04/07/2011	1	14	2	11	17	24	9	8	6	21	15	4	5	10	22	20055535	2	1	2	#N/A	4	5	6	#N/A	8	9	10	11	#N/A	#N/A	14	15	#N/A	17	#N/A	#N/A	#N/A	21	22	#N/A	24	#N/A
1	650	07/07/2011	16	19	24	1	25	14	13	23	8	3	20	10	21	17	7	19784355	7	1	#N/A	3	#N/A	#N/A	#N/A	7	8	#N/A	10	#N/A	#N/A	13	14	#N/A	16	17	#N/A	19	20	21	#N/A	23	24	25
1	651	11/07/2011	13	5	15	10	14	25	18	6	4	20	1	24	8	17	19	18956600	6	1	#N/A	#N/A	4	5	6	#N/A	8	#N/A	10	#N/A	#N/A	13	14	15	#N/A	17	18	19	20	#N/A	#N/A	#N/A	24	25
1	652	14/07/2011	17	7	2	21	20	13	19	5	9	16	11	14	10	23	18	19378307.5	8	#N/A	2	#N/A	#N/A	5	#N/A	7	#N/A	9	10	11	#N/A	13	14	#N/A	16	17	18	19	20	21	#N/A	23	#N/A	#N/A
1	653	18/07/2011	16	3	20	1	19	17	22	13	12	23	14	21	7	8	2	19678717.5	5	1	2	3	#N/A	#N/A	#N/A	7	8	#N/A	#N/A	#N/A	12	13	14	#N/A	16	17	#N/A	19	20	21	22	23	#N/A	#N/A
1	654	21/07/2011	25	20	12	13	16	3	7	19	22	17	14	1	2	18	23	19180050	2	1	2	3	#N/A	#N/A	#N/A	7	#N/A	#N/A	#N/A	#N/A	12	13	14	#N/A	16	17	18	19	20	#N/A	22	23	#N/A	25
1	655	25/07/2011	20	13	21	19	11	25	5	14	8	2	15	7	24	10	23	19679015	1	#N/A	2	#N/A	#N/A	5	#N/A	7	8	#N/A	10	11	#N/A	13	14	15	#N/A	#N/A	#N/A	19	20	21	#N/A	23	24	25
1	656	28/07/2011	3	18	8	14	15	5	22	9	20	7	25	11	23	2	13	19064847.5	11	#N/A	2	3	#N/A	5	#N/A	7	8	9	#N/A	11	#N/A	13	14	15	#N/A	#N/A	18	#N/A	20	#N/A	22	23	#N/A	25
1	657	01/08/2011	13	25	19	17	8	23	5	15	2	10	4	6	24	12	3	20391485	9	#N/A	2	3	4	5	6	#N/A	8	#N/A	10	#N/A	12	13	#N/A	15	#N/A	17	#N/A	19	#N/A	#N/A	#N/A	23	24	25
1	658	04/08/2011	6	4	17	7	23	24	14	25	9	21	11	15	1	5	10	20202058.75	0	1	#N/A	#N/A	4	5	6	7	#N/A	9	10	11	#N/A	#N/A	14	15	#N/A	17	#N/A	#N/A	#N/A	21	#N/A	23	24	25
1	659	08/08/2011	23	3	8	12	10	24	6	9	20	1	15	11	4	5	19	25567515	6	1	#N/A	3	4	5	6	#N/A	8	9	10	11	12	#N/A	#N/A	15	#N/A	#N/A	#N/A	19	20	#N/A	#N/A	23	24	#N/A
1	660	11/08/2011	17	5	15	16	4	9	3	7	6	12	19	24	14	8	25	20750801.25	0	#N/A	#N/A	3	4	5	6	7	8	9	#N/A	#N/A	12	#N/A	14	15	16	17	#N/A	19	#N/A	#N/A	#N/A	#N/A	24	25
1	661	15/08/2011	1	7	20	22	3	15	24	6	23	17	10	19	18	11	12	25171296.25	0	1	#N/A	3	#N/A	#N/A	6	7	#N/A	#N/A	10	11	12	#N/A	#N/A	15	#N/A	17	18	19	20	#N/A	22	23	24	#N/A
1	662	18/08/2011	7	14	13	2	8	15	1	9	6	3	19	16	22	11	20	33445582.5	8	1	2	3	#N/A	#N/A	6	7	8	9	#N/A	11	#N/A	13	14	15	16	#N/A	#N/A	19	20	#N/A	22	#N/A	#N/A	#N/A
1	663	22/08/2011	13	4	21	19	2	6	24	17	9	16	22	5	23	11	7	21499566.25	8	#N/A	2	#N/A	4	5	6	7	#N/A	9	#N/A	11	#N/A	13	#N/A	#N/A	16	17	#N/A	19	#N/A	21	22	23	24	#N/A
1	664	25/08/2011	18	15	1	23	24	20	7	21	13	3	10	16	4	17	14	20682888.75	3	1	#N/A	3	4	#N/A	#N/A	7	#N/A	#N/A	10	#N/A	#N/A	13	14	15	16	17	18	#N/A	20	21	#N/A	23	24	#N/A
1	665	29/08/2011	21	3	13	2	17	7	15	22	24	14	20	6	18	12	25	20585658.75	4	#N/A	2	3	#N/A	#N/A	6	7	#N/A	#N/A	#N/A	#N/A	12	13	14	15	#N/A	17	18	#N/A	20	21	22	#N/A	24	25
1	666	01/09/2011	12	24	11	6	7	14	4	16	1	25	2	18	15	20	21	20593937.5	3	1	2	#N/A	4	#N/A	6	7	#N/A	#N/A	#N/A	11	12	#N/A	14	15	16	#N/A	18	#N/A	20	21	#N/A	#N/A	24	25
1	667	05/09/2011	13	15	10	4	17	25	8	6	24	3	20	19	21	18	5	20717900	0	#N/A	#N/A	3	4	5	6	#N/A	8	#N/A	10	#N/A	#N/A	13	#N/A	15	#N/A	17	18	19	20	21	#N/A	#N/A	24	25
1	668	08/09/2011	11	25	15	1	13	9	20	24	23	10	17	7	12	16	2	23795260	0	1	2	#N/A	#N/A	#N/A	#N/A	7	#N/A	9	10	11	12	13	#N/A	15	16	17	#N/A	#N/A	20	#N/A	#N/A	23	24	25
1	669	13/09/2011	15	16	25	19	2	23	4	5	22	6	18	17	12	13	24	32036362.5	3	#N/A	2	#N/A	4	5	6	#N/A	#N/A	#N/A	#N/A	#N/A	12	13	#N/A	15	16	17	18	19	#N/A	#N/A	22	23	24	25
1	670	15/09/2011	1	18	21	20	14	7	25	10	22	15	8	12	23	17	13	21563226.25	1	1	#N/A	#N/A	#N/A	#N/A	#N/A	7	8	#N/A	10	#N/A	12	13	14	15	#N/A	17	18	#N/A	20	21	22	23	#N/A	25
1	671	19/09/2011	10	9	18	20	8	13	5	19	12	11	7	4	14	22	24	21943457.5	5	#N/A	#N/A	#N/A	4	5	#N/A	7	8	9	10	11	12	13	14	#N/A	#N/A	#N/A	18	19	20	#N/A	22	#N/A	24	#N/A
1	672	22/09/2011	11	21	24	19	4	10	15	1	9	2	6	17	23	12	25	21000068.75	18	1	2	#N/A	4	#N/A	6	#N/A	#N/A	9	10	11	12	#N/A	#N/A	15	#N/A	17	#N/A	19	#N/A	21	#N/A	23	24	25
1	673	26/09/2011	2	17	4	15	10	13	11	9	12	14	20	8	5	19	7	21624552.5	6	#N/A	#N/A	#N/A	4	5	#N/A	7	8	9	10	11	12	13	14	15	#N/A	17	#N/A	19	20	#N/A	#N/A	#N/A	#N/A	#N/A
1	674	29/09/2011	10	3	14	11	23	2	16	22	20	24	18	19	25	15	8	20870623.75	3	#N/A	2	3	#N/A	#N/A	#N/A	#N/A	8	#N/A	10	11	#N/A	#N/A	14	15	16	#N/A	18	19	20	#N/A	22	23	24	25
1	675	03/10/2011	13	7	5	2	11	22	23	15	4	17	24	14	3	10	16	21438686.25	0	#N/A	2	3	4	5	#N/A	7	#N/A	#N/A	10	11	#N/A	13	14	15	16	17	#N/A	#N/A	#N/A	#N/A	22	23	24	#N/A
1	676	06/10/2011	25	15	19	24	6	12	21	16	5	8	13	4	10	2	20	26809987.5	27	#N/A	2	#N/A	4	5	6	#N/A	8	#N/A	10	#N/A	12	13	#N/A	15	16	#N/A	#N/A	19	20	21	#N/A	#N/A	24	25
1	677	10/10/2011	16	12	2	19	25	10	6	1	13	7	5	8	15	23	11	21765088.75	4	1	2	#N/A	#N/A	5	6	7	8	#N/A	10	11	12	13	#N/A	15	16	#N/A	#N/A	19	#N/A	#N/A	#N/A	23	#N/A	25
1	678	13/10/2011	23	2	19	18	3	15	20	12	9	5	21	7	10	25	24	19627842.5	7	#N/A	2	3	#N/A	5	#N/A	7	#N/A	9	10	#N/A	12	#N/A	#N/A	15	#N/A	#N/A	18	19	20	21	#N/A	23	24	25
1	679	17/10/2011	22	11	10	17	15	14	20	2	21	13	19	8	12	7	18	21204228.75	3	#N/A	2	#N/A	#N/A	#N/A	#N/A	7	8	#N/A	10	11	12	13	14	15	#N/A	17	18	19	20	21	22	#N/A	#N/A	#N/A
1	680	20/10/2011	3	6	8	9	19	13	21	4	18	12	20	7	22	16	14	21701171.25	6	#N/A	#N/A	3	4	#N/A	6	7	8	9	#N/A	#N/A	12	13	14	#N/A	16	#N/A	18	19	20	21	22	#N/A	#N/A	#N/A
1	681	24/10/2011	4	18	6	14	15	16	23	11	19	2	8	7	3	10	12	21267476.25	11	#N/A	2	3	4	#N/A	6	7	8	#N/A	10	11	12	#N/A	14	15	16	#N/A	18	19	#N/A	#N/A	#N/A	23	#N/A	#N/A
1	682	27/10/2011	4	18	22	24	19	25	14	2	1	17	5	11	8	7	6	21474290	5	1	2	#N/A	4	5	6	7	8	#N/A	#N/A	11	#N/A	#N/A	14	#N/A	#N/A	17	18	19	#N/A	#N/A	22	#N/A	24	25
1	683	31/10/2011	8	15	6	12	9	5	1	4	13	23	10	24	2	7	11	21348161.25	3	1	2	#N/A	4	5	6	7	8	9	10	11	12	13	#N/A	15	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	23	24	#N/A
1	684	03/11/2011	4	8	22	25	1	13	24	20	14	21	11	12	5	10	16	20160378.75	2	1	#N/A	#N/A	4	5	#N/A	#N/A	8	#N/A	10	11	12	13	14	#N/A	16	#N/A	#N/A	#N/A	20	21	22	#N/A	24	25
1	685	07/11/2011	20	22	1	25	15	4	12	23	3	21	9	19	13	17	24	22119227.5	6	1	#N/A	3	4	#N/A	#N/A	#N/A	#N/A	9	#N/A	#N/A	12	13	#N/A	15	#N/A	17	#N/A	19	20	21	22	23	24	25
1	686	10/11/2011	20	1	6	12	3	24	16	4	13	19	7	10	22	25	23	22223860	8	1	#N/A	3	4	#N/A	6	7	#N/A	#N/A	10	#N/A	12	13	#N/A	#N/A	16	#N/A	#N/A	19	20	#N/A	22	23	24	25
1	687	14/11/2011	18	19	13	20	23	1	6	3	24	15	12	25	4	2	9	21234040	3	1	2	3	4	#N/A	6	#N/A	#N/A	9	#N/A	#N/A	12	13	#N/A	15	#N/A	#N/A	18	19	20	#N/A	#N/A	23	24	25
1	688	17/11/2011	21	23	7	1	4	14	3	19	2	24	9	12	22	16	11	20358328.75	3	1	2	3	4	#N/A	#N/A	7	#N/A	9	#N/A	11	12	#N/A	14	#N/A	16	#N/A	#N/A	19	#N/A	21	22	23	24	#N/A
1	689	21/11/2011	11	23	13	8	17	7	4	24	2	3	12	5	15	22	6	21766087.5	5	#N/A	2	3	4	5	6	7	8	#N/A	#N/A	11	12	13	#N/A	15	#N/A	17	#N/A	#N/A	#N/A	#N/A	22	23	24	#N/A
1	690	24/11/2011	3	15	24	12	20	1	10	14	25	13	9	2	18	19	11	21477247.5	13	1	2	3	#N/A	#N/A	#N/A	#N/A	#N/A	9	10	11	12	13	14	15	#N/A	#N/A	18	19	20	#N/A	#N/A	#N/A	24	25
1	691	28/11/2011	22	1	20	6	7	17	9	8	23	3	18	11	19	13	2	21368970	3	1	2	3	#N/A	#N/A	6	7	8	9	#N/A	11	#N/A	13	#N/A	#N/A	#N/A	17	18	19	20	#N/A	22	23	#N/A	#N/A
1	692	01/12/2011	4	22	17	12	10	11	24	23	18	2	6	19	1	7	21	22076208.75	7	1	2	#N/A	4	#N/A	6	7	#N/A	#N/A	10	11	12	#N/A	#N/A	#N/A	#N/A	17	18	19	#N/A	21	22	23	24	#N/A
1	693	05/12/2011	6	14	17	7	1	4	2	11	9	22	19	3	10	16	21	22671825	1	1	2	3	4	#N/A	6	7	#N/A	9	10	11	#N/A	#N/A	14	#N/A	16	17	#N/A	19	#N/A	21	22	#N/A	#N/A	#N/A
1	694	08/12/2011	3	16	15	11	10	6	21	8	14	1	9	24	19	18	20	21392377.5	2	1	#N/A	3	#N/A	#N/A	6	#N/A	8	9	10	11	#N/A	#N/A	14	15	16	#N/A	18	19	20	21	#N/A	#N/A	24	#N/A
1	695	12/12/2011	24	22	13	3	5	21	17	18	19	20	4	11	2	25	14	22131338.75	1	#N/A	2	3	4	5	#N/A	#N/A	#N/A	#N/A	#N/A	11	#N/A	13	14	#N/A	#N/A	17	18	19	20	21	22	#N/A	24	25
1	696	15/12/2011	5	20	15	4	9	7	22	13	24	16	11	21	1	10	14	21699778.75	4	1	#N/A	#N/A	4	5	#N/A	7	#N/A	9	10	11	#N/A	13	14	15	16	#N/A	#N/A	#N/A	20	21	22	#N/A	24	#N/A
1	697	19/12/2011	3	7	24	19	8	1	11	23	22	14	16	15	2	25	18	21635683.75	5	1	2	3	#N/A	#N/A	#N/A	7	8	#N/A	#N/A	11	#N/A	#N/A	14	15	16	#N/A	18	19	#N/A	#N/A	22	23	24	25
1	698	22/12/2011	4	6	12	22	7	21	20	9	15	3	14	24	10	18	2	21304380	8	#N/A	2	3	4	#N/A	6	7	#N/A	9	10	#N/A	12	#N/A	14	15	#N/A	#N/A	18	#N/A	20	21	22	#N/A	24	#N/A
1	699	26/12/2011	22	18	3	8	4	21	19	6	2	25	23	10	9	16	15	20293353.75	1	#N/A	2	3	4	#N/A	6	#N/A	8	9	10	#N/A	#N/A	#N/A	#N/A	15	16	#N/A	18	19	#N/A	21	22	23	#N/A	25
1	700	29/12/2011	10	21	25	1	22	18	13	2	16	6	7	14	8	19	9	21526365	0	1	2	#N/A	#N/A	#N/A	6	7	8	9	10	#N/A	#N/A	13	14	#N/A	16	#N/A	18	19	#N/A	21	22	#N/A	#N/A	25
1	701	02/01/2012	17	4	20	21	16	10	19	13	12	3	22	23	25	14	8	23847843.75	3	#N/A	#N/A	3	4	#N/A	#N/A	#N/A	8	#N/A	10	#N/A	12	13	14	#N/A	16	17	#N/A	19	20	21	22	23	#N/A	25
1	702	05/01/2012	4	14	25	8	23	5	13	3	1	10	2	7	20	6	9	21805083.75	10	1	2	3	4	5	6	7	8	9	10	#N/A	#N/A	13	14	#N/A	#N/A	#N/A	#N/A	#N/A	20	#N/A	#N/A	23	#N/A	25
1	703	09/01/2012	8	24	15	23	2	18	11	21	25	20	17	14	22	5	10	22158733.75	6	#N/A	2	#N/A	#N/A	5	#N/A	#N/A	8	#N/A	10	11	#N/A	#N/A	14	15	#N/A	17	18	#N/A	20	21	22	23	24	25
1	704	12/01/2012	15	17	8	16	11	24	14	22	5	23	2	13	6	3	10	22458780	6	#N/A	2	3	#N/A	5	6	#N/A	8	#N/A	10	11	#N/A	13	14	15	16	17	#N/A	#N/A	#N/A	#N/A	22	23	24	#N/A
1	705	16/01/2012	15	21	22	20	12	9	6	14	11	25	7	8	16	3	4	22415418.75	2	#N/A	#N/A	3	4	#N/A	6	7	8	9	#N/A	11	12	#N/A	14	15	16	#N/A	#N/A	#N/A	20	21	22	#N/A	#N/A	25
1	706	19/01/2012	22	18	21	16	8	1	25	12	19	24	3	13	6	2	4	21486536.25	4	1	2	3	4	#N/A	6	#N/A	8	#N/A	#N/A	#N/A	12	13	#N/A	#N/A	16	#N/A	18	19	#N/A	21	22	#N/A	24	25
